date,crowd_percent,crowd_label,temperature_forecast,temperature_actual,intensity_forecast,intensity_actual,wind_forecast,wind_actual,events
2025-08-02,34%,Quiet,18.6 °C,17.1 °C,0.13 mm/h,0.25 mm/h,4.0 m/s,4.8 m/s,
2025-08-03,46%,Quiet,20.3 °C,20.9 °C,0.06 mm/h,0.12 mm/h,4.1 m/s,4.8 m/s,
2025-08-04,53%,Busy,21.0 °C,22.9 °C,0.12 mm/h,0.08 mm/h,4.6 m/s,5.4 m/s,
2025-08-05,61%,Busy,19.5 °C,19.2 °C,0.0 mm/h,0.0 mm/h,5.1 m/s,6.0 m/s,
2025-08-06,90%,Packed,20.4 °C,20.3 °C,0.0 mm/h,0.0 mm/h,2.8 m/s,2.5 m/s,
2025-08-07,80%,Packed,22.3 °C,22.8 °C,0.0 mm/h,0.0 mm/h,4.0 m/s,3.4 m/s,
2025-08-08,72%,Busy,21.2 °C,21.7 °C,0.0 mm/h,0.0 mm/h,2.7 m/s,3.3 m/s,
2025-08-09,83%,Packed,21.9 °C,22.0 °C,0.0 mm/h,0.0 mm/h,2.8 m/s,4.2 m/s,
2025-08-10,58%,Busy,23.3 °C,23.0 °C,0.0 mm/h,0.0 mm/h,1.8 m/s,2.8 m/s,
2025-08-11,75%,Packed,25.9 °C,26.6 °C,0.0 mm/h,0.0 mm/h,2.3 m/s,2.9 m/s,
2025-08-12,54%,Busy,28.3 °C,28.5 °C,0.01 mm/h,0.0 mm/h,1.9 m/s,2.2 m/s,
2025-08-13,40%,Quiet,29.5 °C,28.4 °C,0.0 mm/h,0.0 mm/h,2.2 m/s,2.4 m/s,
2025-08-14,46%,Quiet,28.8 °C,27.7 °C,0.0 mm/h,0.0 mm/h,3.3 m/s,4.0 m/s,
2025-08-15,71%,Busy,26.5 °C,26.0 °C,0.0 mm/h,0.0 mm/h,2.4 m/s,3.3 m/s,
2025-08-16,81%,Packed,21.4 °C,19.8 °C,0.0 mm/h,0.0 mm/h,3.8 m/s,4.5 m/s,
2025-08-17,66%,Busy,19.7 °C,18.8 °C,0.0 mm/h,0.0 mm/h,2.1 m/s,2.6 m/s,
2025-08-18,56%,Busy,22.8 °C,23.6 °C,0.0 mm/h,0.0 mm/h,2.7 m/s,3.7 m/s,
2025-08-19,68%,Busy,24.4 °C,25.4 °C,0.0 mm/h,0.0 mm/h,2.9 m/s,4.3 m/s,
2025-08-20,62%,Busy,22.1 °C,21.4 °C,0.0 mm/h,0.0 mm/h,3.0 m/s,4.1 m/s,
2025-08-21,77%,Packed,20.1 °C,20.4 °C,0.0 mm/h,0.0 mm/h,4.3 m/s,6.4 m/s,
2025-08-22,66%,Busy,18.2 °C,17.3 °C,0.0 mm/h,0.0 mm/h,3.1 m/s,3.2 m/s,
2025-08-23,82%,Packed,18.3 °C,18.2 °C,0.0 mm/h,0.0 mm/h,2.8 m/s,3.7 m/s,
2025-08-24,76%,Packed,18.8 °C,19.3 °C,0.0 mm/h,0.0 mm/h,1.4 m/s,2.6 m/s,
2025-08-25,80%,Packed,21.3 °C,21.8 °C,0.0 mm/h,0.0 mm/h,1.6 m/s,2.3 m/s,
2025-08-26,69%,Busy,24.6 °C,26.2 °C,0.0 mm/h,0.0 mm/h,2.6 m/s,4.2 m/s,
2025-08-27,85%,Packed,23.1 °C,23.4 °C,0.0 mm/h,0.0 mm/h,2.4 m/s,3.3 m/s,
2025-08-28,46%,Quiet,20.6 °C,21.9 °C,0.25 mm/h,0.28 mm/h,3.0 m/s,4.4 m/s,
2025-08-29,72%,Busy,17.9 °C,19.0 °C,0.15 mm/h,0.16 mm/h,4.3 m/s,5.6 m/s,
2025-08-30,85%,Packed,21.2 °C,20.5 °C,0.0 mm/h,0.0 mm/h,4.0 m/s,4.7 m/s,
2025-08-31,41%,Quiet,20.5 °C,21.4 °C,0.0 mm/h,0.03 mm/h,2.5 m/s,4.1 m/s,
2025-09-01,46%,Quiet,21.1 °C,21.6 °C,0.0 mm/h,0.0 mm/h,4.4 m/s,5.3 m/s,
2025-09-02,18%,Empty,20.7 °C,20.3 °C,0.0 mm/h,0.0 mm/h,4.0 m/s,6.3 m/s,
2025-09-03,21%,Empty,19.1 °C,21.5 °C,0.06 mm/h,0.0 mm/h,5.3 m/s,8.9 m/s,
2025-09-04,24%,Empty,20.0 °C,20.6 °C,0.18 mm/h,0.01 mm/h,3.3 m/s,6.7 m/s,
2025-09-05,32%,Quiet,18.3 °C,19.0 °C,0.02 mm/h,0.06 mm/h,5.6 m/s,4.3 m/s,
2025-09-06,84%,Packed,21.2 °C,21.8 °C,0.0 mm/h,0.0 mm/h,2.8 m/s,3.7 m/s,
2025-09-07,69%,Busy,26.6 °C,25.1 °C,0.0 mm/h,0.0 mm/h,6.6 m/s,5.2 m/s,
2025-09-08,30%,Quiet,21.4 °C,21.9 °C,0.13 mm/h,0.0 mm/h,1.8 m/s,4.2 m/s,
2025-09-09,17%,Empty,20.1 °C,15.7 °C,0.0 mm/h,1.47 mm/h,5.9 m/s,2.5 m/s,
2025-09-10,49%,Quiet,21.6 °C,18.7 °C,0.01 mm/h,0.02 mm/h,4.8 m/s,4.2 m/s,
2025-09-11,27%,Quiet,22.5 °C,16.3 °C,0.0 mm/h,0.04 mm/h,5.1 m/s,5.2 m/s,
2025-09-12,39%,Quiet,26.3 °C,17.7 °C,0.0 mm/h,0.1 mm/h,2.3 m/s,6.0 m/s,
2025-09-13,74%,Busy,27.5 °C,16.1 °C,0.0 mm/h,0.26 mm/h,2.6 m/s,6.1 m/s,
2025-09-14,74%,Busy,22.2 °C,17.3 °C,0.0 mm/h,0.02 mm/h,5.1 m/s,4.0 m/s,
2025-09-15,46%,Quiet,,18.4 °C,,0.01 mm/h,,8.9 m/s,
2025-09-16,38%,Quiet,,16.5 °C,,0.0 mm/h,,7.0 m/s,
2025-09-17,5%,Empty,,15.8 °C,,0.23 mm/h,,4.7 m/s,
2025-09-18,38%,Quiet,,19.9 °C,,0.0 mm/h,,5.4 m/s,
2025-09-19,70%,Busy,,24.2 °C,,0.0 mm/h,,4.2 m/s,
2025-09-20,88%,Packed,,21.4 °C,,0.34 mm/h,,3.9 m/s,
2025-09-21,74%,Busy,,14.5 °C,,0.0 mm/h,,3.7 m/s,
2025-09-22,45%,Quiet,,15.2 °C,,0.0 mm/h,,6.3 m/s,
2025-09-23,18%,Empty,,15.8 °C,,0.0 mm/h,,5.1 m/s,
2025-09-24,31%,Quiet,,13.8 °C,,0.0 mm/h,,6.5 m/s,
2025-09-25,43%,Quiet,,12.1 °C,,0.01 mm/h,,7.0 m/s,
2025-09-26,54%,Busy,,13.7 °C,,0.0 mm/h,,3.6 m/s,
2025-09-27,88%,Packed,,15.0 °C,,0.0 mm/h,,2.2 m/s,
2025-09-28,83%,Packed,,16.8 °C,,0.0 mm/h,,1.4 m/s,
2025-09-29,69%,Busy,,17.7 °C,,0.0 mm/h,,2.6 m/s,
2025-09-30,30%,Quiet,,16.7 °C,,0.0 mm/h,,1.9 m/s,
2025-10-01,44%,Quiet,,14.7 °C,,0.0 mm/h,,2.5 m/s,
2025-10-02,41%,Quiet,,15.7 °C,,0.0 mm/h,,4.0 m/s,
2025-10-03,89%,Packed,,13.4 °C,,0.14 mm/h,,5.1 m/s,
2025-10-04,59%,Busy,,13.4 °C,,0.57 mm/h,,7.7 m/s,
2025-10-05,74%,Busy,,13.2 °C,,0.01 mm/h,,6.7 m/s,
2025-10-06,44%,Quiet,,14.4 °C,,0.04 mm/h,,3.6 m/s,
2025-10-07,26%,Quiet,,15.4 °C,,0.0 mm/h,,3.2 m/s,
2025-10-08,40%,Quiet,,15.1 °C,,0.0 mm/h,,2.1 m/s,
2025-10-09,25%,Quiet,,14.9 °C,,0.0 mm/h,,2.9 m/s,
2025-10-10,38%,Quiet,,16.6 °C,,0.0 mm/h,,2.6 m/s,
2025-10-11,67%,Busy,,14.6 °C,,0.0 mm/h,,1.6 m/s,
2025-10-12,63%,Busy,,15.1 °C,,0.0 mm/h,,2.5 m/s,
2025-10-13,42%,Quiet,,14.6 °C,,0.0 mm/h,,2.7 m/s,
2025-10-14,75%,Packed,,14.2 °C,,0.0 mm/h,,2.0 m/s,
2025-10-15,52%,Busy,,13.4 °C,,0.0 mm/h,,1.1 m/s,
2025-10-16,73%,Busy,,13.8 °C,,0.02 mm/h,,2.6 m/s,
2025-10-17,40%,Quiet,,12.6 °C,,0.01 mm/h,,1.5 m/s,
2025-10-18,75%,Packed,,11.6 °C,,0.0 mm/h,,2.9 m/s,
2025-10-19,77%,Packed,,12.7 °C,,0.02 mm/h,,3.9 m/s,
2025-10-20,36%,Quiet,,15.8 °C,,0.12 mm/h,,5.7 m/s,
2025-10-21,57%,Busy,,14.1 °C,,0.18 mm/h,,4.8 m/s,
2025-10-22,65%,Busy,,13.8 °C,,0.0 mm/h,,2.2 m/s,
2025-10-23,20%,Empty,,11.3 °C,,0.44 mm/h,,7.5 m/s,
2025-10-24,40%,Quiet,,10.2 °C,,0.07 mm/h,,6.4 m/s,
2025-10-25,28%,Quiet,,10.2 °C,,0.38 mm/h,,5.2 m/s,
2025-10-26,37%,Quiet,,9.2 °C,,0.09 mm/h,,6.3 m/s,
2025-10-27,35%,Quiet,,9.8 °C,,0.57 mm/h,,5.9 m/s,
2025-10-28,29%,Quiet,,12.4 °C,,0.02 mm/h,,4.7 m/s,
2025-10-29,37%,Quiet,,12.4 °C,,0.04 mm/h,,3.4 m/s,
2025-10-30,56%,Busy,,10.9 °C,,0.0 mm/h,,3.5 m/s,
2025-10-31,24%,Empty,,12.1 °C,,0.0 mm/h,,3.9 m/s,
2025-11-01,46%,Quiet,,12.2 °C,,0.47 mm/h,,4.5 m/s,
2025-11-02,66%,Busy,,11.5 °C,,0.09 mm/h,,4.1 m/s,
2025-11-03,49%,Quiet,,11.4 °C,,0.0 mm/h,,6.3 m/s,
2025-11-04,27%,Quiet,,15.1 °C,,0.0 mm/h,,5.8 m/s,
2025-11-05,45%,Quiet,,15.8 °C,,0.0 mm/h,,4.1 m/s,
2025-11-06,29%,Quiet,,13.0 °C,,0.0 mm/h,,3.2 m/s,
2025-11-07,70%,Busy,,14.6 °C,,0.0 mm/h,,2.0 m/s,
2025-11-08,79%,Packed,,13.2 °C,,0.0 mm/h,,1.8 m/s,
2025-11-09,84%,Packed,,11.6 °C,,0.0 mm/h,,2.3 m/s,
2025-11-10,92%,Packed,,10.7 °C,,0.0 mm/h,,4.8 m/s,🎄 Winter Efteling
2025-11-11,39%,Quiet,,11.0 °C,,0.0 mm/h,,5.0 m/s,🎄 Winter Efteling
2025-11-12,43%,Quiet,,13.5 °C,,0.0 mm/h,,5.1 m/s,🎄 Winter Efteling
2025-11-13,18%,Empty,,13.9 °C,,0.05 mm/h,,3.0 m/s,🎄 Winter Efteling
2025-11-14,10%,Empty,,13.1 °C,,0.2 mm/h,,1.9 m/s,🎄 Winter Efteling
2025-11-15,53%,Busy,,10.2 °C,,0.43 mm/h,,3.0 m/s,🎄 Winter Efteling
2025-11-16,69%,Busy,,7.0 °C,,0.01 mm/h,,3.8 m/s,🎄 Winter Efteling
2025-11-17,28%,Quiet,,,,,,,🎄 Winter Efteling
