date,crowd_percent,crowd_label,temperature_forecast,temperature_actual,intensity_forecast,intensity_actual,wind_forecast,wind_actual,events
2024-08-01,41%,Quiet,22.5 °C,20.1 °C,0.0 mm/h,0.39 mm/h,2.4 m/s,1.4 m/s,
2024-08-02,64%,Busy,23.8 °C,23.7 °C,0.0 mm/h,0.0 mm/h,1.1 m/s,1.3 m/s,
2024-08-03,63%,Busy,21.0 °C,21.3 °C,0.15 mm/h,0.0 mm/h,2.9 m/s,3.2 m/s,
2024-08-04,57%,Busy,20.1 °C,19.8 °C,0.0 mm/h,0.01 mm/h,2.2 m/s,1.9 m/s,
2024-08-05,64%,Busy,22.2 °C,22.4 °C,0.0 mm/h,0.0 mm/h,2.0 m/s,2.8 m/s,
2024-08-06,33%,Quiet,26.3 °C,26.7 °C,0.0 mm/h,0.0 mm/h,2.5 m/s,3.0 m/s,
2024-08-07,81%,Packed,21.3 °C,20.7 °C,0.0 mm/h,0.0 mm/h,2.8 m/s,3.0 m/s,
2024-08-08,84%,Packed,21.6 °C,22.3 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,3.5 m/s,
2024-08-09,53%,Busy,21.7 °C,21.2 °C,0.01 mm/h,0.0 mm/h,4.5 m/s,4.3 m/s,
2024-08-10,78%,Packed,22.4 °C,23.2 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,3.6 m/s,
2024-08-11,51%,Busy,24.9 °C,25.5 °C,0.0 mm/h,0.0 mm/h,1.3 m/s,2.5 m/s,
2024-08-12,17%,Empty,31.0 °C,29.2 °C,0.0 mm/h,0.0 mm/h,2.5 m/s,3.0 m/s,
2024-08-13,39%,Quiet,27.2 °C,27.1 °C,0.14 mm/h,0.0 mm/h,2.2 m/s,2.7 m/s,
2024-08-14,73%,Busy,21.0 °C,21.2 °C,0.16 mm/h,0.03 mm/h,2.2 m/s,1.9 m/s,
2024-08-15,96%,Packed,23.2 °C,23.7 °C,0.0 mm/h,0.0 mm/h,3.3 m/s,4.1 m/s,
2024-08-16,49%,Quiet,20.3 °C,19.9 °C,0.22 mm/h,0.5 mm/h,2.9 m/s,3.0 m/s,
2024-08-17,86%,Packed,22.0 °C,21.7 °C,0.02 mm/h,0.0 mm/h,1.6 m/s,2.2 m/s,
2024-08-18,66%,Busy,21.1 °C,20.8 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,3.2 m/s,
2024-08-19,84%,Packed,22.0 °C,21.3 °C,0.0 mm/h,0.0 mm/h,2.6 m/s,2.8 m/s,
2024-08-20,52%,Busy,19.0 °C,20.5 °C,0.44 mm/h,0.0 mm/h,3.4 m/s,3.7 m/s,
2024-08-21,81%,Packed,18.1 °C,18.3 °C,0.0 mm/h,0.0 mm/h,4.7 m/s,4.5 m/s,
2024-08-22,75%,Packed,20.7 °C,21.3 °C,0.0 mm/h,0.0 mm/h,4.5 m/s,5.9 m/s,
2024-08-23,36%,Quiet,20.4 °C,21.0 °C,0.19 mm/h,0.0 mm/h,5.3 m/s,5.3 m/s,
2024-08-24,81%,Packed,24.0 °C,22.2 °C,0.32 mm/h,0.0 mm/h,5.0 m/s,5.5 m/s,
2024-08-25,73%,Busy,18.5 °C,18.9 °C,0.0 mm/h,0.0 mm/h,3.5 m/s,4.2 m/s,
2024-08-26,74%,Busy,19.6 °C,19.9 °C,0.0 mm/h,0.0 mm/h,3.0 m/s,3.7 m/s,
2024-08-27,54%,Busy,22.4 °C,23.0 °C,0.0 mm/h,0.0 mm/h,1.8 m/s,2.4 m/s,
2024-08-28,31%,Quiet,26.1 °C,26.5 °C,0.0 mm/h,0.0 mm/h,2.0 m/s,2.8 m/s,
2024-08-29,36%,Quiet,23.0 °C,23.1 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,3.9 m/s,
2024-08-30,41%,Quiet,20.6 °C,19.9 °C,0.0 mm/h,0.02 mm/h,2.7 m/s,3.4 m/s,
2024-08-31,88%,Packed,20.8 °C,21.4 °C,0.0 mm/h,0.0 mm/h,4.4 m/s,5.6 m/s,
2024-09-01,43%,Quiet,26.9 °C,26.7 °C,0.0 mm/h,0.0 mm/h,3.5 m/s,3.8 m/s,
2024-09-02,18%,Empty,26.0 °C,26.5 °C,0.11 mm/h,0.03 mm/h,1.6 m/s,2.8 m/s,
2024-09-03,19%,Empty,20.9 °C,22.2 °C,0.13 mm/h,0.79 mm/h,2.7 m/s,3.0 m/s,
2024-09-04,3%,Empty,20.4 °C,19.8 °C,0.0 mm/h,0.0 mm/h,1.9 m/s,1.8 m/s,
2024-09-05,30%,Quiet,23.7 °C,22.5 °C,0.0 mm/h,0.0 mm/h,4.0 m/s,5.0 m/s,
2024-09-06,24%,Empty,23.0 °C,20.5 °C,0.31 mm/h,0.28 mm/h,2.0 m/s,2.7 m/s,
2024-09-07,78%,Packed,22.7 °C,24.4 °C,0.0 mm/h,0.0 mm/h,2.2 m/s,2.9 m/s,
2024-09-08,70%,Busy,19.5 °C,20.3 °C,0.0 mm/h,0.0 mm/h,3.9 m/s,5.5 m/s,
2024-09-09,20%,Empty,19.0 °C,18.7 °C,0.13 mm/h,0.09 mm/h,4.7 m/s,3.8 m/s,
2024-09-10,5%,Empty,16.3 °C,15.7 °C,0.14 mm/h,0.04 mm/h,5.5 m/s,6.4 m/s,
2024-09-11,5%,Empty,12.7 °C,12.4 °C,0.48 mm/h,0.1 mm/h,5.1 m/s,5.2 m/s,
2024-09-12,8%,Empty,12.4 °C,12.5 °C,0.36 mm/h,0.22 mm/h,3.5 m/s,3.7 m/s,
2024-09-13,31%,Quiet,15.1 °C,15.5 °C,0.02 mm/h,0.14 mm/h,2.9 m/s,4.4 m/s,
2024-09-14,75%,Packed,15.9 °C,15.7 °C,0.0 mm/h,0.0 mm/h,1.7 m/s,2.3 m/s,
2024-09-15,70%,Busy,16.2 °C,16.9 °C,0.0 mm/h,0.0 mm/h,2.2 m/s,2.3 m/s,
2024-09-16,43%,Quiet,18.3 °C,17.4 °C,0.0 mm/h,0.0 mm/h,3.8 m/s,3.8 m/s,
2024-09-17,47%,Quiet,19.2 °C,19.2 °C,0.0 mm/h,0.0 mm/h,4.0 m/s,6.2 m/s,
2024-09-18,33%,Quiet,19.4 °C,18.4 °C,0.0 mm/h,0.0 mm/h,3.8 m/s,5.2 m/s,
2024-09-19,35%,Quiet,20.9 °C,21.1 °C,0.0 mm/h,0.0 mm/h,3.9 m/s,5.5 m/s,
2024-09-20,55%,Busy,20.1 °C,20.9 °C,0.0 mm/h,0.0 mm/h,3.6 m/s,5.6 m/s,
2024-09-21,95%,Packed,21.5 °C,22.1 °C,0.0 mm/h,0.0 mm/h,2.0 m/s,2.2 m/s,
2024-09-22,86%,Packed,21.3 °C,21.0 °C,0.0 mm/h,0.0 mm/h,2.2 m/s,1.9 m/s,
2024-09-23,39%,Quiet,18.0 °C,19.2 °C,0.38 mm/h,0.08 mm/h,3.7 m/s,4.6 m/s,
2024-09-24,33%,Quiet,16.4 °C,17.2 °C,0.12 mm/h,0.12 mm/h,3.6 m/s,4.1 m/s,
2024-09-25,4%,Empty,15.3 °C,16.2 °C,0.34 mm/h,0.22 mm/h,3.0 m/s,4.1 m/s,
2024-09-26,36%,Quiet,18.0 °C,17.6 °C,0.0 mm/h,0.0 mm/h,5.5 m/s,5.2 m/s,
2024-09-27,57%,Busy,13.5 °C,13.4 °C,0.22 mm/h,0.81 mm/h,6.2 m/s,6.9 m/s,
2024-09-28,58%,Busy,12.4 °C,11.7 °C,0.07 mm/h,0.07 mm/h,3.1 m/s,3.3 m/s,
2024-09-29,85%,Packed,13.2 °C,12.6 °C,0.0 mm/h,0.0 mm/h,2.6 m/s,3.2 m/s,
2024-09-30,30%,Quiet,12.1 °C,13.0 °C,0.73 mm/h,0.63 mm/h,4.2 m/s,4.8 m/s,
2024-10-01,0%,Empty,13.3 °C,13.8 °C,0.71 mm/h,0.02 mm/h,5.9 m/s,5.0 m/s,
2024-10-02,22%,Empty,13.4 °C,11.7 °C,0.01 mm/h,0.0 mm/h,2.6 m/s,4.1 m/s,
2024-10-03,75%,Packed,11.9 °C,12.9 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,4.8 m/s,
2024-10-04,75%,Packed,12.4 °C,13.2 °C,0.0 mm/h,0.0 mm/h,1.9 m/s,2.4 m/s,
2024-10-05,86%,Packed,12.2 °C,13.0 °C,0.0 mm/h,0.0 mm/h,1.9 m/s,2.6 m/s,
2024-10-06,64%,Busy,12.9 °C,13.2 °C,0.0 mm/h,0.0 mm/h,3.3 m/s,4.5 m/s,
2024-10-07,75%,Packed,17.2 °C,17.5 °C,0.0 mm/h,0.0 mm/h,3.1 m/s,4.3 m/s,
2024-10-08,18%,Empty,16.4 °C,17.3 °C,0.0 mm/h,0.0 mm/h,3.7 m/s,5.3 m/s,
2024-10-09,10%,Empty,15.7 °C,15.0 °C,0.04 mm/h,0.41 mm/h,4.2 m/s,4.1 m/s,
2024-10-10,7%,Empty,13.3 °C,13.2 °C,0.0 mm/h,0.0 mm/h,4.1 m/s,4.2 m/s,
2024-10-11,20%,Empty,11.5 °C,11.6 °C,0.0 mm/h,0.0 mm/h,1.8 m/s,2.1 m/s,
2024-10-12,64%,Busy,10.6 °C,10.8 °C,0.0 mm/h,0.0 mm/h,2.4 m/s,3.1 m/s,
2024-10-13,63%,Busy,11.2 °C,10.7 °C,0.02 mm/h,0.0 mm/h,3.9 m/s,4.3 m/s,
2024-10-14,28%,Quiet,8.8 °C,8.5 °C,0.19 mm/h,0.46 mm/h,2.4 m/s,2.0 m/s,
2024-10-15,28%,Quiet,12.3 °C,11.3 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,4.2 m/s,
2024-10-16,68%,Busy,19.2 °C,18.7 °C,0.0 mm/h,0.0 mm/h,3.6 m/s,4.1 m/s,
2024-10-17,21%,Empty,18.2 °C,19.2 °C,0.0 mm/h,0.0 mm/h,3.0 m/s,3.4 m/s,
2024-10-18,34%,Quiet,17.4 °C,16.4 °C,0.03 mm/h,0.0 mm/h,2.1 m/s,1.5 m/s,
2024-10-19,43%,Quiet,14.7 °C,15.2 °C,0.0 mm/h,0.08 mm/h,3.3 m/s,4.4 m/s,
2024-10-20,64%,Busy,15.1 °C,16.5 °C,0.01 mm/h,0.01 mm/h,4.9 m/s,6.8 m/s,
2024-10-21,16%,Empty,14.0 °C,13.7 °C,0.36 mm/h,0.61 mm/h,1.7 m/s,2.6 m/s,
2024-10-22,37%,Quiet,13.4 °C,13.4 °C,0.0 mm/h,0.0 mm/h,2.7 m/s,3.3 m/s,
2024-10-23,60%,Busy,13.6 °C,14.0 °C,0.0 mm/h,0.0 mm/h,1.7 m/s,1.9 m/s,
2024-10-24,58%,Busy,13.1 °C,12.7 °C,0.0 mm/h,0.0 mm/h,2.6 m/s,3.1 m/s,
2024-10-25,36%,Quiet,16.7 °C,16.6 °C,0.0 mm/h,0.0 mm/h,2.4 m/s,2.8 m/s,
2024-10-26,72%,Busy,17.1 °C,17.3 °C,0.0 mm/h,0.0 mm/h,1.9 m/s,1.9 m/s,
2024-10-27,72%,Busy,14.6 °C,13.7 °C,0.0 mm/h,0.0 mm/h,1.5 m/s,2.1 m/s,
2024-10-28,74%,Busy,13.7 °C,13.6 °C,0.02 mm/h,0.0 mm/h,3.2 m/s,3.7 m/s,
2024-10-29,35%,Quiet,14.2 °C,13.0 °C,0.01 mm/h,0.15 mm/h,4.3 m/s,3.3 m/s,
2024-10-30,67%,Busy,14.2 °C,13.7 °C,0.05 mm/h,0.01 mm/h,2.0 m/s,0.9 m/s,
2024-10-31,72%,Busy,13.5 °C,13.2 °C,0.0 mm/h,0.0 mm/h,1.5 m/s,1.2 m/s,
2024-11-01,83%,Packed,12.4 °C,10.5 °C,0.0 mm/h,0.0 mm/h,2.4 m/s,2.7 m/s,
2024-11-02,69%,Busy,11.9 °C,11.5 °C,0.0 mm/h,0.0 mm/h,2.7 m/s,3.1 m/s,
2024-11-03,60%,Busy,9.5 °C,6.4 °C,0.0 mm/h,0.0 mm/h,1.8 m/s,1.2 m/s,
2024-11-04,83%,Packed,10.6 °C,10.4 °C,0.0 mm/h,0.0 mm/h,2.2 m/s,2.2 m/s,
2024-11-05,37%,Quiet,9.3 °C,7.4 °C,0.0 mm/h,0.0 mm/h,0.8 m/s,1.9 m/s,
2024-11-06,30%,Quiet,11.1 °C,9.3 °C,0.0 mm/h,0.0 mm/h,0.9 m/s,1.3 m/s,
2024-11-07,32%,Quiet,7.9 °C,5.5 °C,0.0 mm/h,0.0 mm/h,2.5 m/s,3.4 m/s,
2024-11-08,40%,Quiet,7.1 °C,6.0 °C,0.0 mm/h,0.0 mm/h,2.5 m/s,3.3 m/s,
2024-11-09,78%,Packed,8.3 °C,7.7 °C,0.0 mm/h,0.0 mm/h,1.0 m/s,1.9 m/s,
2024-11-10,93%,Packed,10.3 °C,10.3 °C,0.01 mm/h,0.0 mm/h,1.9 m/s,1.5 m/s,
2024-11-11,47%,Quiet,10.7 °C,10.9 °C,0.03 mm/h,0.04 mm/h,4.3 m/s,4.3 m/s,🎄 Winter Efteling
2024-11-12,40%,Quiet,9.3 °C,9.0 °C,0.0 mm/h,0.0 mm/h,3.4 m/s,4.4 m/s,🎄 Winter Efteling
2024-11-13,27%,Quiet,8.2 °C,9.7 °C,0.0 mm/h,0.04 mm/h,1.3 m/s,1.8 m/s,🎄 Winter Efteling
2024-11-14,32%,Quiet,11.0 °C,10.7 °C,0.01 mm/h,0.0 mm/h,2.3 m/s,3.0 m/s,🎄 Winter Efteling
2024-11-15,47%,Quiet,10.1 °C,9.6 °C,0.0 mm/h,0.0 mm/h,1.6 m/s,2.3 m/s,🎄 Winter Efteling
2024-11-16,66%,Busy,8.3 °C,8.2 °C,0.0 mm/h,0.0 mm/h,3.6 m/s,4.6 m/s,🎄 Winter Efteling
2024-11-17,67%,Busy,8.2 °C,8.2 °C,0.0 mm/h,0.03 mm/h,4.8 m/s,5.4 m/s,🎄 Winter Efteling
2024-11-18,33%,Quiet,7.1 °C,6.5 °C,0.03 mm/h,0.0 mm/h,2.8 m/s,2.2 m/s,🎄 Winter Efteling
2024-11-19,15%,Empty,4.4 °C,3.9 °C,0.08 mm/h,0.4 mm/h,3.1 m/s,3.6 m/s,🎄 Winter Efteling
2024-11-20,12%,Empty,4.6 °C,2.8 °C,0.1 mm/h,0.0 mm/h,5.6 m/s,4.5 m/s,🎄 Winter Efteling
2024-11-21,11%,Empty,2.5 °C,1.8 °C,0.0 mm/h,0.0 mm/h,2.4 m/s,2.4 m/s,🎄 Winter Efteling
2024-11-22,9%,Empty,4.4 °C,4.1 °C,0.06 mm/h,0.18 mm/h,5.6 m/s,6.6 m/s,🎄 Winter Efteling
2024-11-23,44%,Quiet,4.2 °C,5.0 °C,0.08 mm/h,0.22 mm/h,4.8 m/s,7.6 m/s,🎄 Winter Efteling
2024-11-24,86%,Packed,14.4 °C,16.0 °C,0.0 mm/h,0.01 mm/h,6.6 m/s,8.4 m/s,🎄 Winter Efteling
2024-11-25,19%,Empty,11.6 °C,9.6 °C,0.76 mm/h,0.66 mm/h,4.2 m/s,3.7 m/s,🎄 Winter Efteling
2024-11-26,14%,Empty,8.0 °C,9.1 °C,0.13 mm/h,0.2 mm/h,4.3 m/s,4.4 m/s,🎄 Winter Efteling
2024-11-27,7%,Empty,10.2 °C,10.3 °C,1.04 mm/h,0.19 mm/h,6.0 m/s,8.5 m/s,🎄 Winter Efteling
2024-11-28,19%,Empty,8.0 °C,8.3 °C,0.0 mm/h,0.0 mm/h,2.5 m/s,3.0 m/s,🎄 Winter Efteling
2024-11-29,29%,Quiet,3.9 °C,5.6 °C,0.0 mm/h,0.0 mm/h,2.3 m/s,2.8 m/s,🎄 Winter Efteling
2024-11-30,93%,Packed,4.6 °C,5.3 °C,0.0 mm/h,0.0 mm/h,2.0 m/s,2.8 m/s,🎄 Winter Efteling
2024-12-01,87%,Packed,6.6 °C,6.4 °C,0.0 mm/h,0.01 mm/h,3.1 m/s,4.1 m/s,🎄 Winter Efteling
2024-12-02,19%,Empty,10.1 °C,10.5 °C,0.06 mm/h,0.13 mm/h,3.6 m/s,4.2 m/s,🎄 Winter Efteling
2024-12-03,9%,Empty,6.7 °C,6.3 °C,0.01 mm/h,0.0 mm/h,2.2 m/s,2.4 m/s,🎄 Winter Efteling
2024-12-04,15%,Empty,4.9 °C,5.2 °C,0.03 mm/h,0.03 mm/h,2.8 m/s,2.4 m/s,🎄 Winter Efteling
2024-12-05,2%,Empty,6.1 °C,6.4 °C,0.38 mm/h,0.55 mm/h,5.7 m/s,7.6 m/s,🎄 Winter Efteling
2024-12-06,55%,Busy,8.2 °C,8.3 °C,0.02 mm/h,0.0 mm/h,5.1 m/s,7.9 m/s,🎄 Winter Efteling
2024-12-07,77%,Packed,7.7 °C,8.5 °C,0.3 mm/h,0.3 mm/h,7.5 m/s,7.5 m/s,🎄 Winter Efteling
2024-12-08,79%,Packed,6.4 °C,6.5 °C,0.0 mm/h,0.01 mm/h,4.6 m/s,5.1 m/s,🎄 Winter Efteling
2024-12-09,29%,Quiet,5.4 °C,6.1 °C,0.08 mm/h,0.04 mm/h,5.7 m/s,7.2 m/s,🎄 Winter Efteling
2024-12-10,14%,Empty,4.9 °C,5.0 °C,0.01 mm/h,0.0 mm/h,4.5 m/s,6.7 m/s,🎄 Winter Efteling
2024-12-11,25%,Quiet,4.2 °C,3.6 °C,0.03 mm/h,0.0 mm/h,2.5 m/s,3.5 m/s,🎄 Winter Efteling
2024-12-12,13%,Empty,4.4 °C,3.2 °C,0.0 mm/h,0.0 mm/h,0.8 m/s,1.1 m/s,🎄 Winter Efteling
2024-12-13,23%,Empty,1.7 °C,0.9 °C,0.0 mm/h,0.0 mm/h,1.6 m/s,2.5 m/s,🎄 Winter Efteling
2024-12-14,69%,Busy,4.2 °C,4.2 °C,0.1 mm/h,0.09 mm/h,4.1 m/s,4.0 m/s,🎄 Winter Efteling
2024-12-15,61%,Busy,7.2 °C,7.9 °C,0.0 mm/h,0.0 mm/h,4.2 m/s,4.9 m/s,🎄 Winter Efteling
2024-12-16,26%,Quiet,10.6 °C,10.2 °C,0.0 mm/h,0.01 mm/h,5.1 m/s,5.7 m/s,🎄 Winter Efteling
2024-12-17,20%,Empty,8.3 °C,9.0 °C,0.0 mm/h,0.0 mm/h,3.4 m/s,3.8 m/s,🎄 Winter Efteling
2024-12-18,26%,Quiet,10.5 °C,12.4 °C,0.0 mm/h,0.0 mm/h,6.4 m/s,7.6 m/s,🎄 Winter Efteling
2024-12-19,16%,Empty,6.5 °C,6.0 °C,0.48 mm/h,0.28 mm/h,5.2 m/s,6.1 m/s,🎄 Winter Efteling
2024-12-20,35%,Quiet,5.3 °C,5.3 °C,0.0 mm/h,0.0 mm/h,4.1 m/s,3.9 m/s,🎄 Winter Efteling
2024-12-21,25%,Quiet,7.7 °C,8.3 °C,0.16 mm/h,0.29 mm/h,5.9 m/s,6.3 m/s,🎄 Winter Efteling
2024-12-22,30%,Quiet,4.5 °C,4.9 °C,0.13 mm/h,0.18 mm/h,4.9 m/s,6.3 m/s,🎄 Winter Efteling
2024-12-23,56%,Busy,6.7 °C,5.7 °C,0.01 mm/h,0.0 mm/h,4.1 m/s,3.8 m/s,🎄 Winter Efteling
2024-12-24,26%,Quiet,5.6 °C,5.8 °C,0.14 mm/h,0.15 mm/h,3.0 m/s,3.9 m/s,🎄 Winter Efteling
2024-12-25,74%,Busy,10.1 °C,8.9 °C,0.0 mm/h,0.0 mm/h,1.5 m/s,2.4 m/s,🎄 Winter Efteling
2024-12-26,71%,Busy,8.6 °C,6.1 °C,0.0 mm/h,0.0 mm/h,1.3 m/s,1.8 m/s,🎄 Winter Efteling
2024-12-27,87%,Packed,3.4 °C,1.9 °C,0.0 mm/h,0.0 mm/h,0.7 m/s,1.2 m/s,🎄 Winter Efteling
2024-12-28,80%,Packed,-0.1 °C,0.1 °C,0.0 mm/h,0.0 mm/h,1.4 m/s,1.7 m/s,🎄 Winter Efteling
2024-12-29,83%,Packed,3.5 °C,3.1 °C,0.0 mm/h,0.0 mm/h,3.2 m/s,3.7 m/s,🎄 Winter Efteling
2024-12-30,99%,Packed,5.8 °C,6.1 °C,0.0 mm/h,0.0 mm/h,4.1 m/s,4.8 m/s,🎄 Winter Efteling
2024-12-31,21%,Empty,3.4 °C,3.1 °C,0.0 mm/h,0.01 mm/h,5.5 m/s,6.8 m/s,🎄 Winter Efteling
