timestamp,attraction_name,status,queue_type,wait_time
2025-11-13 15:19:48,Symbolica,OPERATING,SINGLE_RIDER,0
2025-11-13 15:19:48,Danse Macabre,OPERATING,STANDBY,20
2025-11-13 15:19:48,Danse Macabre,OPERATING,SINGLE_RIDER,0
2025-11-13 15:24:48,Droomvlucht,OPERATING,STANDBY,20
2025-11-13 15:24:48,Fata Morgana,OPERATING,STANDBY,5
2025-11-13 15:24:48,Villa Volta,OPERATING,STANDBY,5
2025-11-13 15:24:48,De Vliegende Hollander,OPERATING,STANDBY,5
2025-11-13 15:24:48,De Vliegende Hollander,OPERATING,SINGLE_RIDER,0
2025-11-13 15:24:48,Kleuterhof,OPERATING,STANDBY,0
2025-11-13 15:24:48,Nest!,OPERATING,STANDBY,0
2025-11-13 15:24:48,Archipel,OPERATING,STANDBY,0
2025-11-13 15:24:48,Sirocco,REFURBISHMENT,STANDBY,N/A
2025-11-13 15:24:48,Stoomtrein - Marerijk,OPERATING,STANDBY,25
2025-11-13 15:24:48,Volk van Laaf,OPERATING,STANDBY,0
2025-11-13 15:24:48,Fairytale Forest,OPERATING,STANDBY,0
2025-11-13 15:24:48,Stoomcarrousel,OPERATING,STANDBY,0
2025-11-13 15:24:48,Efteling Museum,OPERATING,STANDBY,0
2025-11-13 15:24:48,Halve Maen,OPERATING,STANDBY,5
2025-11-13 15:24:48,Stoomtrein - Oost,OPERATING,STANDBY,25
2025-11-13 15:24:48,Kinderspoor,OPERATING,STANDBY,5
2025-11-13 15:24:48,Diorama,OPERATING,STANDBY,0
2025-11-13 15:24:48,Fabula,OPERATING,STANDBY,10
2025-11-13 15:24:48,Monorail,CLOSED,STANDBY,N/A
2025-11-13 15:24:48,Kindervreugd,CLOSED,STANDBY,N/A
2025-11-13 15:24:48,Max & Moritz,OPERATING,STANDBY,5
2025-11-13 15:24:48,Max & Moritz,OPERATING,SINGLE_RIDER,0
2025-11-13 15:24:48,Anton Pieckplein,OPERATING,STANDBY,0
2025-11-13 15:24:48,Gondoletta,OPERATING,STANDBY,5
2025-11-13 15:24:48,De Oude Tufferbaan,DOWN,STANDBY,0
2025-11-13 15:24:48,Python,OPERATING,STANDBY,5
2025-11-13 15:24:48,Python,OPERATING,SINGLE_RIDER,0
2025-11-13 15:24:48,Piraña,OPERATING,STANDBY,5
2025-11-13 15:24:48,Joris en de Draak,OPERATING,STANDBY,15
2025-11-13 15:24:48,Joris en de Draak,OPERATING,SINGLE_RIDER,0
2025-11-13 15:24:48,Carnaval Festival,OPERATING,STANDBY,5
2025-11-13 15:24:48,Vogel Rok,REFURBISHMENT,STANDBY,N/A
2025-11-13 15:24:48,Baron 1898,OPERATING,STANDBY,10
2025-11-13 15:24:48,Baron 1898,OPERATING,SINGLE_RIDER,15
2025-11-13 15:24:48,Pagode,OPERATING,STANDBY,5
2025-11-13 15:24:48,Symbolica,OPERATING,STANDBY,20
2025-11-13 15:24:48,Symbolica,OPERATING,SINGLE_RIDER,0
2025-11-13 15:24:48,Danse Macabre,OPERATING,STANDBY,20
2025-11-13 15:24:48,Danse Macabre,OPERATING,SINGLE_RIDER,0
2025-11-13 15:29:49,Droomvlucht,OPERATING,STANDBY,20
2025-11-13 15:29:49,Fata Morgana,OPERATING,STANDBY,5
2025-11-13 15:29:49,Villa Volta,OPERATING,STANDBY,5
2025-11-13 15:29:49,De Vliegende Hollander,OPERATING,STANDBY,5
